Sum of Action_&_Adventure,Sum of Anime_Features,Sum of Anime_Series,Sum of British_TV_Shows,cast,Sum of Children_&_Family_Movies,Sum of Classic_&_Cult_TV,Sum of Classic_Movies,Sum of Comedies,country,Sum of Crime_TV_Shows,Sum of Cult_Movies,Year,Quarter,Month,Day,Sum of day_added,description,director,Sum of Documentaries,Sum of Docuseries,Sum of Dramas,duration,Sum of Faith_&_Spirituality,Sum of Horror_Movies,Sum of Independent_Movies,Sum of International_Movies,Sum of International_TV_Shows,Sum of Kids'_TV,Sum of Korean_TV_Shows,Sum of LGBTQ_Movies,listed_in,Sum of month_added,Sum of Movies,Sum of Music_&_Musicals,rating,Sum of Reality_TV,Sum of release_year,Sum of Romantic_Movies,Sum of Romantic_TV_Shows,Sum of Sci-Fi_&_Fantasy,Sum of Science_&_Nature_TV,Sum of Spanish-Language_TV_Shows,Sum of Sports_Movies,Sum of Stand-Up_Comedy,Sum of Stand-Up_Comedy_&_Talk_Shows,Sum of Teen_TV_Shows,Sum of Thrillers,title,Sum of TV_Action_&_Adventure,Sum of TV_Comedies,Sum of TV_Dramas,Sum of TV_Horror,Sum of TV_Mysteries,Sum of TV_Mysteries,Sum of TV_Mysteries,Sum of TV_Mysteries,Sum of TV_Sci-Fi_&_Fantasy,Sum of TV_Shows,Sum of TV_Thrillers,type,Sum of User_Rating,Sum of year_added
0,0,0,0,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, Richard Jenkins, James Gandolfini, Ray Liotta, Vincent Curatola, Slaine, Max Casella, Trevor Long, Sam Shepard",0,0,0,0,United States,0,0,2021,Qtr 2,June,28,28,"When a couple of low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business.",Andrew Dominik,0,0,1,97 min,0,0,0,0,0,0,0,0,Dramas,6,0,0,R,0,2012,0,0,0,0,0,0,0,0,0,0,Killing Them Softly,0,0,0,0,0,0,0,0,0,0,0,Movie,79,2021
0,0,0,0,"Brad Pitt, Topher Grace, Emory Cohen, John Magaro, Scoot McNairy, Anthony Michael Hall, Will Poulter",0,0,0,1,United States,0,0,2017,Qtr 2,May,26,26,"When a proud general is tasked with winning an unpopular war, he takes the challenge head-on, not knowing that hubris may be his own worst enemy.",David Michôd,0,0,1,123 min,0,0,0,0,0,0,0,0,"Comedies, Dramas",5,0,0,TV-MA,0,2017,0,0,0,0,0,0,0,0,0,0,War Machine,0,0,0,0,0,0,0,0,0,0,0,Movie,65,2017
0,0,0,0,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Chris Tucker, Anupam Kher, John Ortiz, Shea Whigham, Julia Stiles, Paul Herman",0,0,0,1,United States,0,0,2021,Qtr 2,June,17,17,"A man with bipolar disorder moves home with his parents and makes a connection with a spirited widow, which helps both of them heal in unique ways.",David O. Russell,0,0,1,122 min,0,0,1,0,0,0,0,0,"Comedies, Dramas, Independent Movies",6,1,0,R,0,2012,0,0,0,0,0,0,0,0,0,0,Silver Linings Playbook,0,0,0,0,0,0,0,0,0,0,0,Movie,81,2021
0,0,0,0,"Bradley Steven Perry, Joshua J. Ballard, Tyrel Jackson Williams, Brittney Wilson, Taylor Russell, Nicholas Coombe, Rachelle Gillis, Kevin O'Grady",1,0,0,1,Canada,0,0,2019,Qtr 1,March,1,1,Jealous girlfriends and aliens are just some of the things Jack lied about to become popular. Now the lies are coming to life and ruining everything.,Jonathan A. Rosenbaum,0,0,0,87 min,0,0,0,0,0,0,0,0,"Children & Family Movies, Comedies",3,1,0,TV-G,0,2014,0,0,0,0,0,0,0,0,0,0,Pants on Fire,0,0,0,0,0,0,0,0,0,0,0,Movie,97,2019
0,0,0,0,"Brady Corbet, Mati Diop, Constance Rousseau, Lila Salet, Solo, Michaël Abiteboul, Nicolas Ronchi, Étienne Rotha Moeng",0,0,0,0,"United States, France",0,0,2020,Qtr 3,August,13,13,"Young and heartbroken, a New Yorker travels to Paris to escape his romantic woes but is soon drawn into another all-consuming attraction.",Antonio Campos,0,0,1,105 min,0,0,1,0,0,0,0,0,"Dramas, Independent Movies, Thrillers",8,1,0,TV-MA,0,2012,0,0,0,0,0,0,0,0,0,1,Simon Killer,0,0,0,0,0,0,0,0,0,0,0,Movie,62,2020
0,0,0,0,"Braeden Lemasters, Isaac Jay, Uriah Shelton, Dylan Riley Snyder, Coco Jones, Shane Harper, Nadji Jeter, Connor Paolo, Gatlin Green, Reg E. Cathey",0,0,0,0,United States,0,0,2018,Qtr 3,August,1,1,"One night in 1959, four young musicians venture from Pasadena to South-Central Los Angeles in the hopes of hearing a living jazz legend play.",Gregory Caruso,0,0,1,83 min,0,0,1,0,0,0,0,0,"Dramas, Independent Movies, Music & Musicals",8,1,1,TV-MA,0,2018,0,0,0,0,0,0,0,0,0,0,Flock of Four,0,0,0,0,0,0,0,0,0,0,0,Movie,75,2018
0,0,0,0,"Brandon Ingram, Nimmi Harasgama, Ali Kazmi, Arush Nand, Agam Darshi, Rehan Mudannayake, Shivantha Wijesinha, Seema Biswas, Hidaayath Hazeer",0,0,0,0,"Canada, United States",0,0,2020,Qtr 4,December,10,10,"A student must navigate issues of sexuality, identity and family amid Sri Lanka's social turmoil of the 1970s and 1980s.",Deepa Mehta,0,0,1,109 min,0,0,0,0,0,0,0,1,"Dramas, LGBTQ Movies",12,1,0,TV-MA,0,2020,0,0,0,0,0,0,0,0,0,0,Funny Boy,0,0,0,0,0,0,0,0,0,0,0,Movie,66,2020
1,0,0,0,"Brandon Lee, Rochelle Davis, Ernie Hudson, Michael Wincott, Bai Ling, Sofia Shinas, Anna Levine, David Patrick Kelly, Angel David, Laurence Mason, Michael Massee, Tony Todd, Jon Polito",0,0,0,0,United States,0,1,2019,Qtr 1,January,1,1,"One year after Eric Draven and his fiancée are murdered, Draven – watched over by a hypnotic crow – returns from the grave to exact revenge.",Alex Proyas,0,0,0,102 min,0,0,0,0,0,0,0,0,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",1,1,0,R,0,1994,0,0,1,0,0,0,0,0,0,0,The Crow,0,0,0,0,0,0,0,0,0,0,0,Movie,66,2019
1,0,0,0,"Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden, Parker Posey, Frank Langella, Sam Huntington, Eva Marie Saint, Marlon Brando, Kal Penn",0,0,0,0,United States,0,0,2019,Qtr 4,October,1,1,"When Superman returns to Metropolis, he finds that Lois Lane has moved on to another man and Lex Luthor is developing a new plan to rule the world.",Bryan Singer,0,0,0,154 min,0,0,0,0,0,0,0,0,"Action & Adventure, Sci-Fi & Fantasy",10,0,0,PG-13,0,2006,0,0,1,0,0,0,0,0,0,0,Superman Returns,0,0,0,0,0,0,0,0,0,0,0,Movie,52,2019
0,0,0,0,"Brave Williams, Tobias Truvillion, Kym Whitley, LisaRaye McCoy, Charles Malik Whitfield, W. Ellington Felton, Christopher Williams, Angus Whinfield, Jamie Moreen, Raheem Devaughn",0,0,0,1,United States,0,0,2020,Qtr 1,February,17,17,"Sparks fly and romance blooms when Shelby, a vegan chef, meets Greg, a developer – until their opposing views clash.",Charneice Fox,0,0,0,98 min,0,0,0,0,0,0,0,0,"Comedies, Romantic Movies",2,1,0,TV-MA,0,2019,1,0,0,0,0,0,0,0,0,0,Love Dot Com: The Social Experiment,0,0,0,0,0,0,0,0,0,0,0,Movie,50,2020
0,0,0,0,"Brely Evans, Andra Fuller, Persia White, Porscha Coleman, Travis Winfrey, Nathan Davis Jr., Dedrick Bonner, Matthew Jones, Larry Poindexter, Richard Gant, Marla Gibbs",0,0,0,1,United States,0,0,2017,Qtr 4,December,19,19,"After stepping in to revitalize his family's hotel, a money-minded businessman clashes with the hotel's cheery, Christmas-loving decorator.",Kenny Young,0,0,0,85 min,0,0,0,0,0,0,0,0,"Comedies, Romantic Movies",12,1,0,TV-PG,0,2017,1,0,0,0,0,0,0,0,0,0,You Can’t Fight Christmas,0,0,0,0,0,0,0,0,0,0,0,Movie,47,2017
0,0,0,0,"Brenda Song, Mike Vogel, Dennis Haysbert, Ashley Scott, Paul Sloan, Daniel Booko",0,0,0,0,United States,0,0,2019,Qtr 3,July,18,18,"When Jennifer wakes up with amnesia after a traumatic attack, her doting husband cares for her. But she soon realizes the danger is far from over.",Peter Sullivan,0,0,0,98 min,0,0,0,0,0,0,0,0,Thrillers,7,0,0,TV-14,0,2019,0,0,0,0,0,0,0,0,0,1,Secret Obsession,0,0,0,0,0,0,0,0,0,0,0,Movie,88,2019
0,0,0,0,"Brenda Wairimu, Nick Mutuma, Catherine Kamau, Pascal Tokodi, Patricia Kihoro, Pierra Makena, Bridget Shighadi, Brian Ogola, Illya Frank, Aseem Sharma, Arthur Sanya, Justin Mirichii, Maqbul Mohammed",0,0,0,1,Kenya,0,0,2020,Qtr 4,October,16,16,A group of singletons stumbles through the wild dating scene in Nairobi as two friends wonder if their relationship is more than platonic.,"David 'Tosh' Gitonga, Michael Jones",0,0,0,107 min,0,0,0,1,0,0,0,0,"Comedies, International Movies, Romantic Movies",10,1,0,TV-MA,0,2018,1,0,0,0,0,0,0,0,0,0,Disconnect,0,0,0,0,0,0,0,0,0,0,0,Movie,50,2020
0,0,0,0,"Brendan Fairclough, Olly Wilkins, Kyle Jameson, Andrew Neethling, Nico Vink, Ryan Howard, Sam Hill, Josh Bryceland, Brandon Semenuk",0,0,0,0,United Kingdom,0,0,2018,Qtr 1,March,1,1,Mountain bikers – including legend Brendan Fairclough – put their skills to the test and engage in daring feats set against vivid backdrops.,Clay Porter,0,0,0,53 min,0,0,0,1,0,0,0,0,"International Movies, Sports Movies",3,1,0,TV-MA,0,2017,0,0,0,0,0,1,0,0,0,0,Deathgrip,0,0,0,0,0,0,0,0,0,0,0,Movie,51,2018
1,0,0,0,"Brendan Fletcher, Steve Baran, Ryan McDonell, Scott Patey, Loretta Walsh, Zain Meghji, Crystal Lowe",0,0,0,0,Canada,0,0,2017,Qtr 1,January,5,5,"Lone-wolf vigilante Bill Williamson is back, taking aim at the U.S. government and eluding the pursuit of two FBI agents who are on his trail.",Uwe Boll,0,0,0,100 min,0,0,0,1,0,0,0,0,"Action & Adventure, International Movies",1,1,0,TV-MA,0,2016,0,0,0,0,0,0,0,0,0,0,Rampage: President Down,0,0,0,0,0,0,0,0,0,0,0,Movie,60,2017
1,0,0,0,"Brendan Fraser, Paul Bettany, Helen Mirren, Jim Broadbent, Andy Serkis, Sienna Guillory, Eliza Bennett, Rafi Gavron, Lesley Sharp, Jamie Foreman",1,0,0,0,"Germany, United Kingdom, United States",0,0,2019,Qtr 3,July,1,1,"Unbeknownst to his 12-year-old daughter, a bookbinder has a secret ability to bring characters to life by reading their stories out loud.",Iain Softley,0,0,0,106 min,0,0,0,0,0,0,0,0,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",7,1,0,PG,0,2008,0,0,1,0,0,0,0,0,0,0,Inkheart,0,0,0,0,0,0,0,0,0,0,0,Movie,52,2019
0,0,0,0,Brendon Mcdonnell,0,0,0,0,United Kingdom,0,0,2021,Qtr 1,March,31,31,"This documentary offers an honest look at our fraught, complex relationship to video games from the perspectives of gamers and their concerned parents.",Jose Gomez,1,0,0,98 min,0,0,0,1,0,0,0,0,"Documentaries, International Movies, Sports Movies",3,1,0,TV-MA,0,2020,0,0,0,0,0,1,0,0,0,0,Not a Game,0,0,0,0,0,0,0,0,0,0,0,Movie,82,2021
0,0,0,0,Brent Morin,0,0,0,0,United States,0,0,2019,Qtr 3,August,6,6,"In a witty solo show, Brent Morin serves up infectious laughs on the agony of puberty, hot guy problems and the time a girl dumped him for a magician.",Lance Bangs,0,0,0,67 min,0,0,0,0,0,0,0,0,Stand-Up Comedy,8,0,0,TV-MA,0,2015,0,0,0,0,0,0,1,0,0,0,I'm Brent Morin,0,0,0,0,0,0,0,0,0,0,0,Movie,41,2019
0,0,0,0,"Brenton Thwaites, David Strathairn, Hill Harper, Charlbi Dean, Yael Grobglas",0,0,0,0,United States,0,0,2019,Qtr 1,March,1,1,"After an assignment in a war zone, a journalist trying to put his life back together is granted an interview with someone claiming to be God.",Perry Lang,0,0,1,97 min,1,0,0,0,0,0,0,0,"Dramas, Faith & Spirituality",3,0,0,TV-PG,0,2018,0,0,0,0,0,0,0,0,0,0,An Interview with God,0,0,0,0,0,0,0,0,0,0,0,Movie,99,2019
0,0,0,0,"Brenton Thwaites, Olivia Cooke, Laurence Fishburne, Beau Knapp, Lin Shaye, Robert Longstreet",0,0,0,0,United States,0,0,2018,Qtr 3,July,13,13,"During their drive across the country, college pals Nick and Jonah – accompanied by Nick's girlfriend – run into major trouble in the Nevada desert.","William Eubank, Will Eubank",0,0,0,97 min,0,0,0,0,0,0,0,0,"Sci-Fi & Fantasy, Thrillers",7,0,0,PG-13,0,2014,0,0,1,0,0,0,0,0,0,1,The Signal,0,0,0,0,0,0,0,0,0,0,0,Movie,73,2018
0,0,0,0,"Brenton Thwaites, Theo Rossi, Skylar Astin, Kyle Gallner, Alan Ritchson, Billy Zane, Shaun Toub",0,0,0,0,United Kingdom,0,0,2020,Qtr 4,November,25,25,"Five, battle-worn Allied soldiers guarding a chateau previously occupied by Nazis start experiencing unexplained and terrifying supernatural horrors.",Eric Bress,0,0,0,95 min,0,1,0,0,0,0,0,0,Horror Movies,11,1,0,R,0,2020,0,0,0,0,0,0,0,0,0,0,Ghosts of War,0,0,0,0,0,0,0,0,0,0,0,Movie,75,2020
0,0,0,0,"Brett Dalton, Anjelah Johnson-Reyes, D.B. Sweeney, Neil Flynn, Shawn Michaels, Patrick Gagnon, Tim Frank, Tara Rios, Liam Matthews, Mary Thornton",1,0,0,1,United States,0,0,2021,Qtr 1,February,16,16,"After one too many run-ins with the law, a Hollywood bad boy finds redemption while fulfilling his court-ordered community service at a megachurch.",Dallas Jenkins,0,0,1,92 min,0,0,0,0,0,0,0,0,"Children & Family Movies, Comedies, Dramas",2,1,0,PG,0,2017,0,0,0,0,0,0,0,0,0,0,The Resurrection of Gavin Stone,0,0,0,0,0,0,0,0,0,0,0,Movie,54,2021
0,0,0,0,"Brett Gelman, Mark Little, Carla Gallo, Stephnie Weir, Patrick J. Adams, Mark McKinney",0,0,0,1,Canada,0,0,2019,Qtr 1,March,1,1,"To save his parents’ home, a lottery-squandering 32-year-old man sublets a room to a disarmingly creepy tenant.",Matthew Atkinson,0,0,0,89 min,0,0,1,0,0,0,0,0,"Comedies, Independent Movies",3,1,0,TV-MA,0,2017,0,0,0,0,0,0,0,0,0,0,Room for Rent,0,0,0,0,0,0,0,0,0,0,0,Movie,71,2019
0,0,0,0,"Brian Atkinson, Ted Raimi, Harry Chaskin, Debi Derryberry, Philip Maurice Hayes, Leigh Kelly, J.D. Ryznar, Nick Shakoour, Ryan Wiesbrock, Clark Wiesbrock",1,0,0,1,United States,0,0,2017,Qtr 3,July,14,14,"Champion truck-racing dog Buddy and his best friend, ferret mechanic Darnell, paw through the ""maybe pile"" and test out a bunch of crazy stunts.",Harry Chaskin,0,0,0,14 min,0,0,0,0,0,0,0,0,"Children & Family Movies, Comedies",7,1,0,TV-Y7,0,2017,0,0,0,0,0,0,0,0,0,0,Buddy Thunderstruck: The Maybe Pile,0,0,0,0,0,0,0,0,0,0,0,Movie,51,2017
1,0,0,0,"Brian Austin Green, Vinnie Jones, Lori Heuring, Richard Grieco, Patrick Durham, Tim Abell, Carson Lee Bradshaw, Manu Intiraymi, Danny Trejo",0,0,0,0,United States,0,0,2021,Qtr 2,April,2,2,"Armed with a mighty ancient amulet, a team of weapons experts joins forces to defend Los Angeles from supervillains with explosive powers of their own.","Patrick Durham, Paul G. Volk",0,0,0,100 min,0,0,0,0,0,0,0,0,Action & Adventure,4,0,0,R,0,2019,0,0,0,0,0,0,0,0,0,0,Cross: Rise of the Villains,0,0,0,0,0,0,0,0,0,0,0,Movie,53,2021
0,0,0,0,"Brian d'Arcy James, Daniel Breaker, Sutton Foster, Christopher Sieber, John Tartaglia, Rozi Baker, Ryan Duncan, Leah Greenhaus, Chris Hoch, Marissa O'Donnell, Denny Paschall",1,0,0,1,United States,0,0,2013,Qtr 4,December,29,29,"The greatest fairy tale never told comes to life in this colorful, song-filled, Tony Award-winning Broadway production based on the hit movie.",Jason Moore,0,0,0,130 min,0,0,0,0,0,0,0,0,"Children & Family Movies, Comedies, Music & Musicals",12,1,1,TV-G,0,2013,0,0,0,0,0,0,0,0,0,0,Shrek the Musical,0,0,0,0,0,0,0,0,0,0,0,Movie,69,2013
0,0,0,0,Brian De Palma,0,0,0,0,United States,0,0,2018,Qtr 4,November,21,21,"Iconoclastic film director Brian DePalma takes a look back at the production of such classic movies as ""Carrie,"" ""Scarface"" and ""The Untouchables.""","Noah Baumbach, Jake Paltrow",1,0,0,110 min,0,0,0,0,0,0,0,0,Documentaries,11,0,0,R,0,2015,0,0,0,0,0,0,0,0,0,0,De Palma,0,0,0,0,0,0,0,0,0,0,0,Movie,78,2018
0,0,0,0,"Brian Drummond, Erin Mathews, Richard Ian Cox, Sarah Edmondson, Moneca Stori",0,0,0,1,"Italy, Canada, France",0,0,2017,Qtr 4,December,31,31,"With the help of brainy and adventurous sidekicks, New Mouse City's favorite journalist investigates mysteries that take him around the world,",Guy Vasilovich,0,0,0,1 Season,0,0,0,0,0,1,0,0,"Kids' TV, TV Comedies",12,0,0,TV-Y,0,2011,0,0,0,0,0,0,0,0,0,0,Geronimo Stilton,0,1,0,0,0,0,0,0,0,0,0,TV Show,66,2017
0,0,0,0,Brian Firkus,0,0,0,0,United States,0,0,2020,Qtr 1,March,27,27,Drag queen Trixie Mattel deals with the bittersweet reality of success in this documentary that explores her rise to fame and subsequent music career.,Nicholas Zeig-Owens,1,0,0,91 min,0,0,0,0,0,0,0,0,"Documentaries, Music & Musicals",3,0,1,TV-MA,0,2019,0,0,0,0,0,0,0,0,0,0,Trixie Mattel: Moving Parts,0,0,0,0,0,0,0,0,0,0,0,Movie,68,2020
0,0,0,0,"Brian Maya, Matías Desiderio, Manuela Pal, Azul Lombardía",0,0,0,0,Argentina,0,0,2020,Qtr 4,October,8,8,A pair of petty criminals from different backgrounds get tangled up in a gangster's kidnapping scheme that goes awry.,Eduardo Pinto,0,0,1,106 min,0,0,0,1,0,0,0,0,"Dramas, International Movies",10,1,0,TV-MA,0,2004,0,0,0,0,0,0,0,0,0,0,Palermo Hollywood,0,0,0,0,0,0,0,0,0,0,0,Movie,85,2020
0,0,0,0,"Brian Ogola, Davina Leonard, Shiviske Shivisi, Lenny Juma, Olwenya Maina, Peter King, Alfred Munyua, Mwajuma Belle",0,0,0,0,"United Kingdom, Kenya",0,0,2020,Qtr 3,September,30,30,A daring farmer steals illicit ivory from a group of international terrorists and must elude their dangerous and deadly games.,Tom Whitworth,0,0,1,28 min,0,0,0,1,0,0,0,0,"Dramas, International Movies, Thrillers",9,1,0,TV-MA,0,2018,0,0,0,0,0,0,0,0,0,1,Poacher,0,0,0,0,0,0,0,0,0,0,0,Movie,39,2020
0,0,0,0,Brian Regan,0,0,0,0,United States,0,0,2017,Qtr 4,November,21,21,"Brian Regan takes relatable family humor to new heights as he talks board games, underwear elastic and looking for hot dogs in all the wrong places.",Troy Miller,0,0,0,61 min,0,0,0,0,0,0,0,0,Stand-Up Comedy,11,0,0,TV-PG,0,2017,0,0,0,0,0,0,1,0,0,0,Brian Regan: Nunchucks and Flamethrowers,0,0,0,0,0,0,0,0,0,0,0,Movie,80,2017
0,0,0,0,Brian Regan,0,0,0,0,United States,0,0,2021,Qtr 1,February,23,23,"Brian Regan tackles the big issues weighing on him, including aging, time, obsessive behavior, backpacks on airplanes, ungrateful horses and raisins.",Troy Miller,0,0,0,58 min,0,0,0,0,0,0,0,0,Stand-Up Comedy,2,0,0,TV-G,0,2021,0,0,0,0,0,0,1,0,0,0,Brian Regan: On the Rocks,0,0,0,0,0,0,0,0,0,0,0,Movie,70,2021
0,0,0,0,"Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, Tom McCamus, William H. Macy, Cas Anvar, Amanda Brugel, Wendy Crewson, Sandy McMaster",0,0,0,0,"Ireland, Canada, United Kingdom, United States",0,0,2018,Qtr 3,July,19,19,"Kidnapped, confined to a tiny room and raped, a young woman gives birth to a son. When he reaches his fifth birthday, she begins plotting an escape.",Lenny Abrahamson,0,0,1,118 min,0,0,1,0,0,0,0,0,"Dramas, Independent Movies",7,1,0,R,0,2015,0,0,0,0,0,0,0,0,0,0,Room,0,0,0,0,0,0,0,0,0,0,0,Movie,74,2018
0,0,0,0,"Brie Larson, John Gallagher Jr., Kaitlyn Dever, Rami Malek, Lakeith Stanfield, Kevin Hernandez, Melora Walters, Stephanie Beatriz, Lydia Du Veaux, Alex Calloway, Frantz Turner",0,0,0,0,United States,0,0,2019,Qtr 3,July,18,18,"A new charge at a foster care facility dredges up the memories of a young supervisor's own troubled past, and her tough exterior begins eroding.",Destin Daniel Cretton,0,0,1,97 min,0,0,1,0,0,0,0,0,"Dramas, Independent Movies",7,1,0,R,0,2013,0,0,0,0,0,0,0,0,0,0,Short Term 12,0,0,0,0,0,0,0,0,0,0,0,Movie,78,2019
0,0,0,0,"Brie Larson, Samuel L. Jackson, Joan Cusack, Bradley Whitford, Mamoudou Athie, Hamish Linklater, Martha MacIsaac, Karan Soni, Annaleigh Ashford",0,0,0,1,United States,0,0,2019,Qtr 2,April,5,5,"After failing out of art school and taking a humdrum office job, a whimsical painter gets a chance to fulfill her lifelong dream of adopting a unicorn.",Brie Larson,0,0,1,92 min,0,0,1,0,0,0,0,0,"Comedies, Dramas, Independent Movies",4,1,0,TV-14,0,2019,0,0,0,0,0,0,0,0,0,0,Unicorn Store,0,0,0,0,0,0,0,0,0,0,0,Movie,30,2019
0,0,0,0,"Brigitte Kali Canales, Andrea Cortes, Julia Vera, Sal Lopez",0,0,0,0,United States,0,0,2021,Qtr 3,August,25,25,"A reporter visits her birthplace in Veracruz for a story about tribal culture, only to be kidnapped by locals who believe she's demonically possessed.",Christopher Alender,0,0,0,90 min,0,1,0,0,0,0,0,0,Horror Movies,8,1,0,TV-MA,0,2020,0,0,0,0,0,0,0,0,0,0,The Old Ways,0,0,0,0,0,0,0,0,0,0,0,Movie,75,2021
0,0,0,0,"Brittany Snow, Jeffrey Combs, Jonny Coyne, Lawrence Gilliard Jr., Enver Gjokaj, Sasha Grey, John Heard, Charlie Hofheimer, Logan Miller, June Squibb, Eddie Steeples, Robin Lord Taylor, Robb Wells",0,0,0,0,United States,0,0,2019,Qtr 2,June,5,5,"In need of cash to help her sick brother, a young woman agrees to take part in a lethal winner-takes-all parlor game hosted by a sadistic millionaire.",David Guy Levy,0,0,0,93 min,0,1,1,0,0,0,0,0,"Horror Movies, Independent Movies, Thrillers",6,1,0,TV-MA,0,2013,0,0,0,0,0,0,0,0,0,1,Would You Rather,0,0,0,0,0,0,0,0,0,0,0,Movie,85,2019
0,0,0,0,"Brittany Snow, Scott Porter, Jessica Stroup, Dana Davis, Collins Pennie, Kelly Blatz, James Ransone, Brianne Davis, Kellan Lutz, Mary Mara, Ming-Na Wen, Johnathon Schaech, Idris Elba",0,0,0,0,"United States, Canada",0,0,2020,Qtr 4,November,12,12,"On prom night, a high school senior still struggling with her nightmare past tries to evade a killer bent on ending the party for her and her friends.",Nelson McCormick,0,0,0,88 min,0,1,0,0,0,0,0,0,Horror Movies,11,1,0,PG-13,0,2008,0,0,0,0,0,0,0,0,0,0,Prom Night,0,0,0,0,0,0,0,0,0,0,0,Movie,99,2020
0,0,0,0,"Bront Palarae, Maya Karin, Remy Ishak, Izara Aishah, Azad Jazmin, Dira Abu Zahar, Zarina Zainuddin",0,0,0,1,Malaysia,0,0,2017,Qtr 3,August,7,7,Two strangers meet by chance on a trip to Thailand and form a connection when they realize their former romantic partners ended up getting together.,Osman Ali,0,0,0,93 min,0,0,0,1,0,0,0,0,"Comedies, International Movies, Romantic Movies",8,1,0,TV-PG,0,2014,1,0,0,0,0,0,0,0,0,0,Mission: Destroy Love,0,0,0,0,0,0,0,0,0,0,0,Movie,74,2017
0,0,0,0,"Bronwen Mantel, Mel Brooks, Maddie Ziegler, Dane DeHaan, Julie Khaner, Elle Fanning, Terrence Scammell, Tamir Kapelian, Carly Rae Jepsen",1,0,0,1,"France, Canada",0,0,2021,Qtr 1,January,7,7,"Félicie and Victor, two young friends in 1880s France, escape from an orphanage to pursue their dreams in Paris, the glittering City of Lights.","Eric Summer, Éric Warin",0,0,0,89 min,0,0,0,0,0,0,0,0,"Children & Family Movies, Comedies",1,1,0,PG,0,2016,0,0,0,0,0,0,0,0,0,0,Leap!,0,0,0,0,0,0,0,0,0,0,0,Movie,81,2021
0,0,0,0,"Brooke Shields, Christopher Atkins, Leo McKern, William Daniels, Elva Josephson, Glenn Kohan, Alan Hopgood, Gus Mercurio",0,0,0,0,United States,0,0,2021,Qtr 3,September,1,1,"Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise.",Randal Kleiser,0,0,1,105 min,0,0,0,0,0,0,0,0,"Dramas, Romantic Movies",9,1,0,R,0,1980,1,0,0,0,0,0,0,0,0,0,The Blue Lagoon,0,0,0,0,0,0,0,0,0,0,0,Movie,42,2021
0,0,0,0,"Brooklynn Prince, Bria Vinaite, Willem Dafoe, Christopher Rivera, Valeria Cotto, Macon Blair, Caleb Landry Jones",0,0,0,0,United States,0,0,2020,Qtr 2,April,6,6,A mischievous 6-year-old finds the magic in her own circumstances while living with her troubled mom in a budget motel near Disney World.,Sean Baker,0,0,1,111 min,0,0,1,0,0,0,0,0,"Dramas, Independent Movies",4,1,0,R,0,2017,0,0,0,0,0,0,0,0,0,0,The Florida Project,0,0,0,0,0,0,0,0,0,0,0,Movie,94,2020
0,0,0,0,"Bruce Campbell, Ellen Sandweiss, Richard DeManincor, Betsy Baker, Theresa Tilly, Bill Vincent, Scott Spiegel, Ivan Raimi, David Horton, John Cameron, Ted Raimi",0,0,1,0,United States,0,1,2020,Qtr 1,January,10,10,"During a stop at a remote cabin deep within the woods, a group of teens begins turning into flesh-eating zombies in director Sam Raimi's cult classic.",Sam Raimi,0,0,0,85 min,0,1,0,0,0,0,0,0,"Classic Movies, Cult Movies, Horror Movies",1,1,0,TV-MA,0,1981,0,0,0,0,0,0,0,0,0,0,The Evil Dead,0,0,0,0,0,0,0,0,0,0,0,Movie,35,2020
1,0,0,0,"Bruce Khan, Park Hee-soon, Yoon Jin-seo, Kim In-kwon, Kim Na-yeon, Park Cheol-min, Jeon Soo-jin, Kim Jae-hyun, Choi Je-heon",0,0,0,0,South Korea,0,0,2019,Qtr 1,January,15,15,"Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals.",Lee Seung-won,0,0,0,102 min,0,0,0,1,0,0,0,0,"Action & Adventure, International Movies",1,1,0,TV-MA,0,2018,0,0,0,0,0,0,0,0,0,0,Revenger,0,0,0,0,0,0,0,0,0,0,0,Movie,70,2019
1,0,0,0,"Bruce Lee, John Saxon, Jim Kelly, Ahna Capri, Kien Shih, Robert Wall, Angela Mao, Betty Chung, Geoffrey Weeks, Bolo Yeung, Peter Archer",0,0,1,0,"Hong Kong, United States",0,0,2021,Qtr 1,January,1,1,"Recruited by a British agent, Shaolin master Lee infiltrates a remote island and a brutal martial arts tournament to spy on a sinister crime lord.",Robert Clouse,0,0,0,103 min,0,0,0,0,0,0,0,0,"Action & Adventure, Classic Movies",1,1,0,R,0,1973,0,0,0,0,0,0,0,0,0,0,Enter the Dragon,0,0,0,0,0,0,0,0,0,0,0,Movie,37,2021
