Sum of Budget($),country,Year,Quarter,Month,Day,Genre,orig_lang,Sum of Revenue($),Sum of score,Title
2500000,US,2001,Qtr 4,October,9,horror, English,1240262,40,Children of the Corn: Revelation
4800000,US,2001,Qtr 4,October,12,"Fantasy, Horror, Thriller", English,164909736,63,Dagon
3184561.8,US,2001,Qtr 4,October,19,"Animation, Drama, Fantasy", English,3176880,75,Waking Life
1500000,US,2001,Qtr 4,October,23,"Thriller, Horror, Fantasy", English,2264859,45,Wishmaster 3: Beyond the Gates of Hell
107000000,US,2001,Qtr 4,November,2,"Animation, Comedy, Music, Family, Romance", English,187789413,63,Shrek in the Swamp Karaoke Dance Party
116400000,US,2001,Qtr 4,November,6,"Animation, Family, Comedy", English,187299322,69,Mickey's Magical Christmas: Snowed in at the House of Mouse
4000000,US,2001,Qtr 4,November,11,"Drama, Romance", English,43766463,68,Monster's Ball
149900000,US,2001,Qtr 4,November,17,"Science Fiction, Animation, Action, Adventure", English,691623388,78,Justice League: Secret Origins
35000000,US,2001,Qtr 4,November,21,"Comedy, Fantasy, Adventure", English,33422806,54,Black Knight
156600000,US,2001,Qtr 4,November,23,drama, English,568184517,57,Diary of a Sex Addict
1700000,US,2001,Qtr 4,November,23,"Drama, Thriller", English,42137871,69,In the Bedroom
79000000,US,2001,Qtr 4,December,4,"Animation, Adventure, Family", English,720517684,60,The Land Before Time VIII: The Big Freeze
12000000,US,2001,Qtr 4,December,21,comedy, English,31222395,63,How High
48000000,US,2001,Qtr 4,December,25,"Romance, Fantasy, Comedy", English,76019048,63,Kate & Leopold
40000000,US,2002,Qtr 1,January,23,"Adventure, Drama, History", English,75389090,77,The Count of Monte Cristo
1000000,US,2002,Qtr 1,February,12,"Drama, Thriller", English,23335680,48,Sexual Predator
70000000,US,2002,Qtr 1,February,15,"Drama, War", English,33076815,64,Hart's War
112800000,US,2002,Qtr 1,February,19,"Family, Animation, Adventure", English,520553500,63,Balto II: Wolf Quest
60000000,US,2002,Qtr 1,February,22,"Thriller, Fantasy", English,30317425,65,Dragonfly
5000000,US,2002,Qtr 1,February,23,"Family, Animation, Romance, Fantasy", English,119738688,61,Cinderella II: Dreams Come True
200000,US,2002,Qtr 1,February,27,"Action, Adventure, Crime, Drama", English,82379369,76,Shottas
135800000,US,2002,Qtr 1,March,12,"Family, Animation, Fantasy, Comedy, Action", English,514285091,64,Tom and Jerry: The Magic Ring
129000000,US,2002,Qtr 1,March,19,"Animation, Family, Comedy", English,386147463,54,The Hunchback of Notre Dame II
22000000,US,2002,Qtr 1,March,25,"Drama, Family", English,80491516,68,The Rookie
7000000,US,2002,Qtr 2,April,13,"Adventure, Comedy, Fantasy", English,33746805,74,Interstate 60
7900000,US,2002,Qtr 2,April,15,"Thriller, Science Fiction, Mystery", English,3563603,55,Cube 2: Hypercube
10000000,US,2002,Qtr 2,April,22,"Horror, Thriller", English,7515217,46,American Psycho II: All American Girl
14000000,US,2002,Qtr 2,April,26,"Horror, Science Fiction", English,16951798,48,Jason X
13000000,US,2002,Qtr 2,May,10,comedy, English,28972187,59,The New Guy
124400000,US,2002,Qtr 2,May,24,"Animation, Comedy, Family, Fantasy", English,508761361,69,Mike's New Car
80000000,US,2002,Qtr 2,May,24,"Western, Animation, Adventure, Comedy, Family, Drama", English,106515310,77,Spirit: Stallion of the Cimarron
70000000,US,2002,Qtr 2,June,7,"Action, Adventure, Comedy, Thriller", English,69157016,54,Bad Company
250000,US,2002,Qtr 2,June,21,"Crime, Drama, Thriller", English,144008,53,Dahmer
10000000,US,2002,Qtr 2,June,28,"Animation, Comedy, Family", English,13684949,65,Hey Arnold! The Movie
114000000,US,2002,Qtr 3,July,22,"Animation, Family", English,1002554527,60,Tarzan & Jane
2200000,US,2002,Qtr 3,August,13,horror, English,3847849,55,Crocodile 2: Death Swamp
12000000,US,2002,Qtr 3,August,29,"Drama, Romance", English,56131239,74,Frida
1300000,US,2002,Qtr 3,August,31,drama, English,447741,58,Ken Park
55000000,US,2002,Qtr 3,September,20,"Action, Thriller, Horror", English,6632383,56,D-Tox
4000000,US,2002,Qtr 3,September,20,"Comedy, Drama, Romance", English,9412015,68,Secretary
15000000,US,2002,Qtr 4,October,1,comedy, English,14933713,53,Boat Trip
40000000,US,2002,Qtr 4,October,11,"Thriller, Horror, Mystery", English,2622015,61,Below
2000000,US,2002,Qtr 4,October,21,"Comedy, Documentary", English,79282312,63,Jackass: The Movie
500000,US,2002,Qtr 4,October,22,"Horror, Fantasy", English,1361418,46,Wishmaster 4: The Prophecy Fulfilled
134300000,US,2002,Qtr 4,November,3,"Comedy, Family, TV Movie", English,626174185,45,Home Alone 4
31800000,US,2002,Qtr 4,November,4,"Drama, Horror, TV Movie", English,108296256,122,Carrie
98140000,US,2002,Qtr 4,November,12,"Animation, Family", English,494358732,68,Winnie the Pooh: A Very Merry Pooh Year
148800000,US,2002,Qtr 4,November,26,"Horror, Thriller, Action, Adventure", English,948498291,48,Shark Attack 3: Megalodon
131400000,US,2002,Qtr 4,December,17,"Animation, Adventure, Family", English,262387752,63,The Land Before Time IX: Journey to Big Water
25000000,US,2002,Qtr 4,December,20,"Animation, Adventure, Family", English,60694737,65,The Wild Thornberrys Movie
25000000,US,2002,Qtr 4,December,27,drama, English,97030468,73,The Hours
167000000,US,2002,Qtr 4,December,27,"War, Drama, History", English,498004424,66,Julius Caesar
1200000,US,2003,Qtr 1,January,1,"Crime, Horror, Thriller", English,103880027,70,Saw
150000000,US,2003,Qtr 1,February,15,"Family, Animation", English,408174438,59,Ben Hur
105200000,US,2003,Qtr 1,February,18,"Drama, Romance", English,290912102,66,The Sleeping Dictionary
1000000,US,2003,Qtr 1,February,20,horror, English,50056423,78,Demon Slayer
50000000,US,2003,Qtr 1,February,21,"Drama, Thriller, Crime", English,28920188,74,The Life of David Gale
174000000,US,2003,Qtr 1,March,1,"Mystery, Drama, Romance, Thriller", English,333960611,63,Wicked Minds
55000000,US,2003,Qtr 1,March,11,"Drama, Action, Thriller, Crime", English,47213095,62,The Hunted
63800000,US,2003,Qtr 1,March,27,"Comedy, Romance"," Spanish, Castilian",408505848,66,Sex with Love
25000000,US,2003,Qtr 1,March,27,"Comedy, Romance, Drama, Family", English,37216643,62,What a Girl Wants
56000000,US,2003,Qtr 2,April,11,comedy, English,195484552,61,Anger Management
85800000,US,2003,Qtr 2,April,13,"TV Movie, Western", English,373763304,68,Love Comes Softly
15000000,US,2003,Qtr 2,April,25,"Action, Comedy, Thriller, Crime, Mystery", English,12970401,62,Confidence
95600000,US,2003,Qtr 2,May,10,"Adventure, Drama, Action, Thriller, Romance", Japanese,300192362,69,Azumi
15000000,US,2003,Qtr 2,May,20,"Action, Horror, Mystery, Thriller", English,163169,52,Down
103600000,US,2003,Qtr 2,June,7,horror, English,134150173,57,Dracula II: Ascension
25000000,US,2003,Qtr 2,June,13,"Animation, Family, Adventure, Comedy", English,55443032,62,Rugrats Go Wild
30000000,US,2003,Qtr 2,June,13,comedy, English,28986358,42,Dumb and Dumberer: When Harry Met Lloyd
137800000,US,2003,Qtr 3,July,13,"Fantasy, Drama, Comedy, Science Fiction", English,627815705,56,Shortcut to Happiness
20000000,US,2003,Qtr 3,August,15,"Family, Comedy, Drama", English,44617342,66,Uptown Girls
41000000,US,2003,Qtr 3,August,15,"Thriller, Fantasy, Action, Comedy", English,22108977,56,The Medallion
2000000,US,2003,Qtr 3,August,20,drama, English,9505996,66,Thirteen
128200000,US,2003,Qtr 3,August,26,"Comedy, Adventure, Family, Animation", English,875410458,65,Stitch! The Movie
26000000,US,2003,Qtr 3,August,29,"Western, Action, Drama", English,68613992,72,Open Range
15000000,US,2003,Qtr 3,September,1,"Drama, Romance", English,15121165,72,The Dreamers
60000000,US,2003,Qtr 3,September,2,"Crime, Comedy, Romance", English,121327628,59,Intolerable Cruelty
11000000,US,2003,Qtr 3,September,11,"Drama, History", English,4234355,77,The Gospel of John
30000000,US,2003,Qtr 3,September,19,"Family, Comedy", English,47902566,72,Secondhand Lions
2960017.8,US,2003,Qtr 3,September,19,"Mystery, Thriller", English,29119434,54,Cold Creek Manor
40000000,US,2003,Qtr 3,September,26,comedy, English,10070651,61,Duplex
12000000,US,2003,Qtr 4,October,21,"Adventure, Comedy, Family", English,2207950,44,George of the Jungle 2
116800000,US,2003,Qtr 4,October,21,"Adventure, Fantasy, Animation, Action, Science Fiction", English,449633251,67,Batman: Mystery of the Batwoman
3000000,US,2003,Qtr 4,October,24,"Crime, Drama", English,10051516,71,Elephant
35000000,US,2003,Qtr 4,October,24,drama, English,53293628,72,Radio
30000000,US,2003,Qtr 4,October,31,"Drama, Romance", English,24900000,60,The Human Stain
17000000,US,2003,Qtr 4,November,24,action, English,293671,64,In Hell
85000000,US,2003,Qtr 4,November,28,"TV Movie, Action, Adventure, Animation, Family", English,481348079,67,Kim Possible: A Sitch In Time
131400000,US,2003,Qtr 4,December,2,"Animation, Adventure, Family", English,262387752,63,The Land Before Time X: The Great Longneck Migration
62400000,US,2003,Qtr 4,December,2,documentary, English,804760469,76,Superior Firepower: Making 'Aliens'
40392400,US,2003,Qtr 4,December,12,"Comedy, Drama, Family, Romance", English,21964072,71,Love Don't Co$t a Thing
131400000,US,2003,Qtr 4,December,30,"Horror, Comedy", English,484249646,52,Leprechaun: Back 2 tha Hood
100000000,US,2004,Qtr 1,January,1,drama, English,369861964,71,Scandalous Sex
20000000,US,2004,Qtr 1,January,1,horror, Japanese,84146832,61,Premonition
5000000,US,2004,Qtr 1,January,2,"Action, Comedy, Horror, Western", English,36660354,56,Tremors 4: The Legend Begins
147400000,US,2004,Qtr 1,January,2,"Documentary, Comedy", English,742474776,59,American Pie: Revealed
3500000,US,2004,Qtr 1,January,21,"Action, Comedy, Romance", English,96793,64,D.E.B.S.
532673,US,2004,Qtr 1,January,23,"Fantasy, Drama, Romance", English,3000000,70,If Only
190800000,US,2004,Qtr 1,January,30,"Drama, Horror", English,558458343,64,Ginger Snaps 2: Unleashed
134300000,US,2004,Qtr 1,February,1,"Horror, Science Fiction, Adventure, Action, Thriller", English,909309627,46,Megalodon
15000000,US,2004,Qtr 1,February,17,comedy, English,33118854,56,Confessions of a Teenage Drama Queen
1500000,US,2004,Qtr 1,February,24,drama," Spanish, Castilian",3187700,77,Machuca
2800000,US,2004,Qtr 1,March,6,"Crime, Drama, Mystery", English,5882401,52,Wild Things 2
108000000,US,2004,Qtr 1,March,9,"Adventure, Animation, Comedy, Drama, Family", English,254948951,67,Winnie the Pooh: Springtime with Roo
56000000,US,2004,Qtr 2,April,2,"Adventure, Drama, Action, Thriller", English,47856383,63,Walking Tall
12000000,US,2004,Qtr 2,April,7,"Comedy, Family", English,31286759,55,Johnson Family Vacation
12000000,US,2004,Qtr 2,April,18,"Action, Drama", English,60000000,69,Spartacus
40000000,US,2004,Qtr 2,May,7,comedy, English,21156715,62,New York Minute
89200000,US,2004,Qtr 2,May,25,drama, English,450005003,46,Cruel Intentions 3
16000000,US,2004,Qtr 2,May,28,"Romance, Comedy", English,14553807,53,Soul Plane
127200000,US,2004,Qtr 2,May,30,"TV Movie, Drama", English,514937690,78,Something the Lord Made
160800000,US,2004,Qtr 3,August,17,"Adventure, Animation, Comedy, Family", English,511957294,66,"Mickey, Donald, Goofy: The Three Musketeers"
78000000,US,2004,Qtr 3,August,20,"Horror, Mystery, Thriller", English,43957541,54,Exorcist: The Beginning
101700000,US,2004,Qtr 3,September,12,documentary, English,716719914,78,Empire of Dreams: The Story of the Star Wars Trilogy
15000000,US,2004,Qtr 3,September,24,comedy, English,1914166,54,A Dirty Shame
50000000,US,2004,Qtr 3,September,24,"Thriller, Drama, Mystery, Science Fiction", English,117211892,59,The Forgotten
61400000,US,2004,Qtr 3,September,27,"Action, Crime, Drama", English,515295730,68,El padrino: The Latin Godfather
83500000,US,2004,Qtr 3,September,30,"Family, Adventure, Animation", English,410365755,67,Balto III: Wings of Change
92940000,US,2004,Qtr 4,October,8,"Adventure, Comedy, Family, Fantasy, TV Movie", English,488676116,65,Halloweentown High
40000,US,2004,Qtr 4,October,10,"Drama, Comedy", English,214883444,70,Cashback
7778800,US,2004,Qtr 4,October,15,"Drama, Mystery, Science Fiction, Thriller", English,548039,60,The Final Cut
825000,US,2004,Qtr 4,October,15,"Mystery, Science Fiction, Thriller", English,27830160,57,Cube Zero
6,US,2004,Qtr 4,October,21,"Family, Comedy", English,10,71,Chestnut: Hero of Central Park
20000000,US,2004,Qtr 4,October,29,"Drama, Mystery, Romance", English,14603001,59,Birth
40000000,US,2004,Qtr 4,November,5,"Comedy, Drama, Romance", English,35195939,58,Alfie
82400000,US,2004,Qtr 4,November,5,"Music, Comedy, Animation", English,248659581,63,Far Far Away Idol
10000000,US,2004,Qtr 4,November,9,"Animation, Family", English,166946231,70,Mickey's Twice Upon a Christmas
25000000,US,2004,Qtr 4,November,11,drama, English,115036108,73,Finding Neverland
29000000,US,2004,Qtr 4,November,12,"Comedy, Horror, Thriller", English,24716190,54,Seed of Chucky
86140000,US,2004,Qtr 4,November,13,"Animation, Comedy, Family, Action", English,577554056,65,Mulan II
65300000,US,2004,Qtr 4,November,30,"Action, Adventure, Science Fiction, Documentary", English,588850518,66,Spider-Man 2: Making the Amazing
14000000,US,2004,Qtr 4,December,28,action, English,521918,59,Wake of Death
123000000,US,2004,Qtr 4,December,28,"Drama, Thriller, Romance", English,360088513,63,Trois: The Escort
30000000,US,2005,Qtr 1,January,6,"Comedy, Family", English,89809433,59,Racing Stripes
950000,US,2005,Qtr 1,January,14,"Drama, Thriller", English,8267066,68,Hard Candy
112800000,US,2005,Qtr 1,January,18,"Animation, Family", English,356126925,67,Tom and Jerry Blast Off to Mars!
20000000,US,2005,Qtr 1,January,28,"Action, Fantasy, Horror", English,10588079,33,Alone in the Dark
99800000,US,2005,Qtr 1,January,30,"Drama, Romance, TV Movie", English,816098808,70,The Magic of Ordinary Days
15000000,US,2005,Qtr 1,February,4,"Comedy, Romance", English,47175038,68,The Wedding Date
2000000,US,2005,Qtr 1,February,11,"History, Documentary", English,691880,66,Inside Deep Throat
100000000,US,2005,Qtr 1,February,18,"Fantasy, Comedy, Family, Adventure", English,59918422,41,Son of the Mask
165400000,US,2005,Qtr 1,February,19,"Crime, Drama, Mystery", English,616863030,49,Wild Things: Diamonds in the Rough
75000000,US,2005,Qtr 1,March,4,"Comedy, Crime", English,94944017,54,Be Cool
28500000,US,2005,Qtr 1,March,4,"Thriller, Mystery, Drama, Science Fiction, Fantasy", English,15452978,69,The Jacket
40000000,US,2005,Qtr 2,April,6,"Comedy, Drama, Romance", English,50071069,62,Fever Pitch
94400000,US,2005,Qtr 2,April,9,"Animation, Mystery", Japanese,499328884,69,Detective Conan: Strategy Above the Depths
184740000,US,2005,Qtr 2,May,3,"Family, Comedy", English,715749875,59,The Sandlot 2
5389600,US,2005,Qtr 2,May,6,drama, English,1524966,76,Mysterious Skin
1549000,US,2005,Qtr 2,May,12,"Action, Crime, Thriller, Drama", Cantonese,7096000,68,Initial D
30000000,US,2005,Qtr 2,May,20,horror, English,251495,53,Dominion: Prequel to The Exorcist
25000000,US,2005,Qtr 2,June,1,"Drama, Comedy", English,41560117,65,The Sisterhood of the Traveling Pants
25000000,US,2005,Qtr 2,June,3,drama, English,13424365,71,Lords of Dogtown
4000000,US,2005,Qtr 2,June,7,"Horror, Mystery, Thriller", English,6411511,46,Hellraiser: Deader
50000000,US,2005,Qtr 2,June,10,"Adventure, Family, Science Fiction", English,71992655,51,The Adventures of Sharkboy and Lavagirl
120000000,US,2005,Qtr 2,June,13,"Adventure, Animation, Family", English,274833060,61,Tarzan II
3500000,US,2005,Qtr 3,July,19,"Horror, Thriller", English,2862234,49,Urban Legends: Bloody Mary
2800000,US,2005,Qtr 3,July,22,"Crime, Drama, Music", English,23591783,71,Hustle & Flow
130600000,US,2005,Qtr 3,August,12,"Crime, Romance, Drama"," Spanish, Castilian",893441907,62,Rosario Tijeras
126000000,US,2005,Qtr 3,August,29,"Animation, Family, Comedy, Science Fiction", English,707739512,66,Lilo & Stitch 2: Stitch Has a Glitch
5000000,US,2005,Qtr 3,September,6,"Horror, Thriller", English,7522517,48,Hellraiser: Hellworld
30000000,US,2005,Qtr 3,September,12,drama, English,23676771,72,North Country
58000000,US,2005,Qtr 3,September,16,"Drama, Comedy, Romance, Fantasy", English,100687083,69,Just Like Heaven
1000000,US,2005,Qtr 3,September,16,"Horror, Thriller", English,10047674,58,Cry_Wolf
385373,US,2005,Qtr 3,September,30,"Comedy, Romance", English,1117920,72,Little Manhattan
25000000,US,2005,Qtr 3,September,30,drama, English,15468266,72,The Greatest Game Ever Played
127000000,US,2005,Qtr 4,October,5,"Animation, Family, Romance", English,816420247,71,Barbie and the Magic of Pegasus
123440000,US,2005,Qtr 4,October,11,"Family, Animation, Comedy, Action, Adventure", English,705791390,69,Tom and Jerry: The Fast and the Furry
20000000,US,2005,Qtr 4,October,14,"Comedy, Drama, Family, Fantasy, TV Movie", English,258404302,68,Twitches
54000000,US,2005,Qtr 4,October,14,"Comedy, Drama, Romance", English,50719373,62,Elizabethtown
128000000,US,2005,Qtr 4,October,14,"Comedy, Romance", English,419965615,57,I Am a Sex Addict
19100000,US,2005,Qtr 4,October,14,"Horror, Thriller", English,58494394,90,The Fog
73500000,US,2005,Qtr 4,October,14,"Horror, Thriller, Mystery", English,422567635,65,Fragile
156000000,US,2005,Qtr 4,October,18,"Animation, Action, Fantasy, Mystery", English,411149393,70,The Batman vs. Dracula
161400000,US,2005,Qtr 4,October,21,comedy, English,287419513,62,Barely Legal
25000000,US,2005,Qtr 4,October,22,"Action, Fantasy, Horror", English,3711633,42,BloodRayne
120000000,US,2005,Qtr 4,November,6,"Action, Thriller, Adventure, Science Fiction, TV Movie", English,327226498,63,Category 7: The End of the World
40000000,US,2005,Qtr 4,November,9,"Drama, Crime, Music", English,46666955,68,Get Rich or Die Tryin'
18000000,US,2005,Qtr 4,December,15,"Comedy, Drama, Romance", English,92357499,63,The Family Stone
52000000,US,2005,Qtr 4,December,25,"Adventure, Comedy, Drama, Romance", English,37691644,65,Casanova
45000000,US,2005,Qtr 4,December,25,comedy, English,38058335,62,The Producers
5000000,US,2006,Qtr 1,January,6,comedy, English,6538177,66,Grandma's Boy
108400000,US,2006,Qtr 1,January,6,"TV Movie, Family, Comedy, Adventure", English,555975064,71,Drake & Josh Go Hollywood
45000000,US,2006,Qtr 1,January,13,"Adventure, Comedy, Drama", English,43343247,71,Last Holiday
26000000,US,2006,Qtr 1,January,27,"Drama, Action", English,17496992,66,Annapolis
6000000,US,2006,Qtr 1,February,11,"TV Movie, Horror", English,1329069,47,House of the Dead 2
57104639.8,US,2006,Qtr 1,February,21,"Action, Animation, Family, Adventure, Science Fiction", English,6700000,68,Ultimate Avengers: The Movie
72800000,US,2006,Qtr 1,February,27,"Animation, Family, Adventure", English,507167400,63,The Land Before Time XII: The Great Day of the Flyers
30000000,US,2006,Qtr 1,March,3,"Science Fiction, Action, Thriller", English,30962112,52,Ultraviolet
60000000,US,2006,Qtr 1,March,10,"Comedy, Family", English,87123569,49,The Shaggy Dog
20000000,US,2006,Qtr 1,March,17,"Comedy, Drama, Romance", English,33889159,68,She's the Man
20000000,US,2006,Qtr 1,March,24,"Horror, Thriller", English,27565514,59,Stay Alive
17000000,US,2006,Qtr 1,March,31,"Drama, Comedy, Mystery", English,21170563,70,ATL
800000,US,2006,Qtr 2,April,21,"Animation, Comedy"," Spanish, Castilian",7800000,77,An Egg-celent movie
91700000,US,2006,Qtr 2,April,24,"Horror, Comedy", English,615402938,46,Creepshow 3
1500000,US,2006,Qtr 2,April,27,"Comedy, Horror", English,240396,58,Hatchet
500000,US,2006,Qtr 2,April,28,"Comedy, Romance", English,745327,60,Another Gay Movie
28000000,US,2006,Qtr 2,May,12,"Comedy, Drama, Family, Fantasy, Romance", English,38159905,61,Just My Luck
8000000,US,2006,Qtr 2,May,19,"Horror, Thriller", English,18828036,54,See No Evil
4860000,US,2006,Qtr 2,June,1,"Thriller, Horror", English,1675484,53,The Breed
27800000,US,2006,Qtr 2,June,6,horror, English,167873015,112,The Omen
6000000,US,2006,Qtr 2,June,16,"Family, Action, Adventure, TV Movie", English,106360586,62,Wendy Wu: Homecoming Warrior
250,US,2006,Qtr 2,June,20,horror," Spanish, Castilian",170176556,69,The Wailer
122000000,US,2006,Qtr 2,June,23,"Animation, Comedy, Family", English,515729606,66,Leroy & Stitch
75000000,US,2006,Qtr 2,June,30,"Animation, Comedy, Family, Fantasy", English,141267370,67,Monster House
125300000,US,2006,Qtr 3,July,23,"TV Movie, Drama, Fantasy", English,540086087,69,Fallen
1000000,US,2006,Qtr 3,July,25,"Drama, Music, Romance", English,1574623,57,9 Songs
4000000,US,2006,Qtr 3,July,27,"Comedy, Mystery", English,40103262,66,Scoop
82200000,US,2006,Qtr 3,August,8,"Adventure, Animation, Action, Science Fiction", English,449945594,67,Ultimate Avengers 2: Rise of the Panther
114200000,US,2006,Qtr 3,August,11,"Animation, Science Fiction, TV Movie, Adventure, Family, Comedy, Fantasy, Mystery", English,372688562,80,Codename: Kids Next Door - Operation Z.E.R.O.
45000000,US,2006,Qtr 3,August,12,"", English,178262620,43,The Visual Effects of 'Scary Movie 4'
141000000,US,2006,Qtr 3,August,13,"TV Movie, Drama", English,559027462,74,The Ron Clark Story
12000000,US,2006,Qtr 3,August,15,"Action, Thriller", English,96944178,61,The Hard Corps
143000000,US,2006,Qtr 3,August,17,"Adventure, Animation, Family", English,417354496,67,Brother Bear 2
7994000,US,2006,Qtr 3,August,18,comedy, English,11449638,54,Material Girls
122900000,US,2006,Qtr 3,August,21,"Family, Animation, Comedy", English,587489065,69,Tom and Jerry: Shiver Me Whiskers
87600000,US,2006,Qtr 3,August,22,horror, English,817860944,43,I'll Always Know What You Did Last Summer
900000,US,2006,Qtr 3,August,25,"Drama, Thriller", English,381420,62,The Quiet
64000000,US,2006,Qtr 3,August,31,"Comedy, Crime", English,101636047,59,Little Man
20000000,US,2006,Qtr 3,September,8,"Fantasy, Horror, Adventure, Action", English,38164784,55,The Covenant
151000000,US,2006,Qtr 3,September,15,"Action, Animation, Family, Science Fiction, TV Movie", English,867111926,77,Teen Titans: Trouble in Tokyo
35000000,US,2006,Qtr 3,September,15,"Adventure, Animation, Comedy, Family", English,16627188,58,Everyone's Hero
60000000,US,2006,Qtr 3,September,15,"Drama, Crime, Thriller", English,49238525,56,The Black Dahlia
116800000,US,2006,Qtr 3,September,19,"Animation, Family", English,727651724,77,Barbie in The 12 Dancing Princesses
169000000,US,2006,Qtr 3,September,19,"Fantasy, Animation, Comedy, Family, Mystery, Adventure", English,833102553,76,Scooby-Doo! Pirates Ahoy!
100000,US,2006,Qtr 3,September,29,drama, English,10243159,75,Facing the Giants
14000000,US,2006,Qtr 4,October,6,"Drama, Romance", English,14121177,71,Little Children
6000000,US,2006,Qtr 4,October,10,"Drama, Science Fiction, Thriller", English,6717294,49,The Butterfly Effect 2
15000000,US,2006,Qtr 4,October,13,action, English,22165608,60,The Marine
20000000,US,2006,Qtr 4,October,13,"Horror, Thriller", English,70743839,55,The Grudge 2
155000000,US,2006,Qtr 4,October,16,"Animation, Action, Thriller, Science Fiction", English,474980757,69,Transformers: Beginnings
128800000,US,2006,Qtr 4,October,20,"Adventure, Animation, Comedy, Family, Fantasy", English,649084190,51,Casper's Scare School
190000000,US,2006,Qtr 4,October,25,"Animation, Comedy, Family, Horror", English,570819096,62,Mater and the Ghostlight
54000000,US,2006,Qtr 4,November,2,"Science Fiction, Action, Adventure", English,112132861,75,Superman II: The Richard Donner Cut
2000000,US,2006,Qtr 4,November,10,"Crime, Drama, Thriller, Action", English,6225304,64,Harsh Times
71600000,US,2006,Qtr 4,November,17,"Fantasy, Horror", English,657398006,58,Wicked Little Things
10000000,US,2006,Qtr 4,December,1,"Horror, Thriller", English,14321070,55,Turistas
9000000,US,2006,Qtr 4,December,12,"Adventure, Comedy, Family", English,85704815,59,Air Buddies
19400000,US,2006,Qtr 4,December,20,"Romance, Drama", English,15118795,72,The Painted Veil
16400000,US,2007,Qtr 1,January,12,"Adventure, Horror", English,10597734,61,Primeval
10000000,US,2007,Qtr 1,January,19,"Action, Horror, Crime, Thriller", English,25399945,59,The Hitcher
150200000,US,2007,Qtr 1,January,21,"Family, Romance", English,667039926,51,Love Wrecked
105800000,US,2007,Qtr 1,January,23,"Action, Adventure, Animation, Fantasy, Science Fiction", English,362240728,61,The Invincible Iron Man
12000000,US,2007,Qtr 1,January,23,thriller, English,1513388,68,Trade
15000000,US,2007,Qtr 1,January,26,"Drama, Fantasy, Horror, Romance", English,6551310,55,Blood and Chocolate
16000000,US,2007,Qtr 1,February,2,"Mystery, Thriller, Horror", English,53774833,57,The Messengers
132000000,US,2007,Qtr 1,February,5,"Animation, Romance, Family, Fantasy", English,527765511,65,Cinderella III: A Twist in Time
10000000,US,2007,Qtr 1,February,9,drama, English,7864905,60,Goal! II: Living the Dream
7855689,US,2007,Qtr 1,February,9,"Drama, Science Fiction, Adventure", English,27308918,63,The Last Mimzy
21000000,US,2007,Qtr 1,February,15,"Crime, Drama, Mystery, Thriller", English,8329799,63,Bordertown
1200000,US,2007,Qtr 1,February,20,"Drama, Horror, Thriller", English,1382654,55,Open Water 2: Adrift
10000000,US,2007,Qtr 1,February,23,"Action, Comedy, Crime", English,21851362,58,Reno 911!: Miami
15000000,US,2007,Qtr 1,March,2,drama, English,10951153,69,Black Snake Moan
5000000,US,2007,Qtr 1,March,4,"Action, Adventure, Comedy, TV Movie", English,258679249,63,The Dukes of Hazzard: The Beginning
9000000,US,2007,Qtr 1,March,9,"Romance, Drama, Family", English,3438735,76,The Ultimate Gift
83780000,US,2007,Qtr 1,March,13,"Animation, Family, Fantasy, Romance", English,717316789,68,Barbie Fairytopia: Magic of the Rainbow
20000000,US,2007,Qtr 1,March,16,horror, English,20614661,64,Dead Silence
15000000,US,2007,Qtr 1,March,22,"Horror, Thriller", English,37697773,55,The Hills Have Eyes 2
122200000,US,2007,Qtr 1,March,30,"Adventure, Comedy, Animation, TV Movie", English,419817708,77,Billy & Mandy's Big Boogey Adventure
5950000,US,2007,Qtr 2,April,4,"Family, Comedy", English,58400000,58,Are We Done Yet?
40000000,US,2007,Qtr 2,April,5,horror, English,62226214,57,The Reaping
60795000,US,2007,Qtr 2,April,19,"Thriller, Crime, Mystery", English,73090611,58,Perfect Stranger
9490400,US,2007,Qtr 2,April,20,"Drama, Comedy, Romance", English,2294291,70,Cashback
142800000,US,2007,Qtr 2,April,28,"Horror, Science Fiction", English,566930144,51,Lake Placid 2
55000000,US,2007,Qtr 2,May,1,"Drama, Romance", English,6521829,56,Lucky You
14000000,US,2007,Qtr 2,May,17,"Drama, Music", English,75525718,69,Stomp the Yard
100000000,US,2007,Qtr 2,June,6,comedy, English,246367071,65,Big Stan
7500000,US,2007,Qtr 2,June,8,horror, English,33606409,58,Hostel: Part II
10000000,US,2007,Qtr 3,July,4,"Adventure, Drama, War", English,7037886,69,Rescue Dawn
5250000,US,2007,Qtr 3,August,3,comedy, English,786677,49,The Ten
93000000,US,2007,Qtr 3,August,10,"Animation, Science Fiction, Family", English,345008293,73,Ben 10: Secret of the Omnitrix
93800000,US,2007,Qtr 3,August,10,"Fantasy, Action, Horror", English,554994085,51,Skinwalkers
165000000,US,2007,Qtr 3,August,14,"Action, Animation, Fantasy, Science Fiction", English,676343174,68,Doctor Strange
7000000,US,2007,Qtr 3,August,17,"Comedy, Drama, Family, Music, Romance, TV Movie", English,0,65,High School Musical 2
80000000,US,2007,Qtr 3,August,17,"Science Fiction, Thriller, Mystery", English,40147042,60,The Invasion
